"BehaviorSpace results (NetLogo 6.2.2)"
"PaleoCOOP_model.nlogo"
"Scenario4_alpha_TienShan"
"07/20/2024 20:26:35:563 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","533","0","327"
,"52","2","0","0","402","0.03405142516055331","56","1","0","0","336","0.016866982804744655","41","1","0","0","404","0.022562950458744305","52","3","0","0","272","0.048071304399555384","56","1","0","0","336","0.016860428808920906","36","4","0","0","400","0.07864555675342674","50","1","0","0","269","0.01872189246611482","52","0","0","0","339","0","33","2","0","0","354","0.04955076418431981","20","31","0","0","261","0.018942710836917075","51","1","0","0","343","0.01831175267102169","36","4","0","0","400","0.0763331603144001","20","31","0","0","261","0.01672862455708503","57","3","0","0","321","0.043878062590720295","36","4","0","0","400","0.07615347297089171","17","32","0","0","263","-0.00801592076867168","39","3","0","0","351","0.058734120240324914","33","2","0","0","354","0.0488642713469783","52","3","0","0","253","0.046491969555560654","32","2","0","0","375","0.049472725923691736","48","0","0","0","389","0","52","3","0","0","253","0.04647612812843882","32","2","0","0","375","0.04944150237254393","48","0","0","0","389","0","58","2","0","0","251","0.03025982687054173","33","1","0","0","357","0.026990699569382017","33","2","0","0","354","0.048177778509636816"
,"52","2","0","0","402","0.03405142516055331","56","1","0","0","336","0.016866982804744655","41","1","0","0","404","0.022562950458744305","52","3","0","0","272","0.048071304399555384","56","1","0","0","336","0.016860428808920906","38","3","0","0","400","0.06156445154206448","49","1","0","0","270","0.019077272284331735","52","0","0","0","339","0","33","2","0","0","355","0.04955076418431981","20","31","0","0","261","0.018942710836917075","49","1","0","0","345","0.019006229353746518","38","3","0","0","400","0.06028380772217515","20","31","0","0","261","0.01672862455708503","57","2","0","0","322","0.0310557183066373","38","3","0","0","400","0.06018742078548832","17","32","0","0","263","-0.00801592076867168","39","3","0","0","351","0.058734120240324914","33","2","0","0","355","0.0488642713469783","51","3","0","0","254","0.04720636380249205","31","2","0","0","376","0.05069083824131213","49","0","0","0","390","0","51","3","0","0","254","0.047189618501097416","31","2","0","0","376","0.05065661331641133","49","0","0","0","390","0","56","3","0","0","252","0.04377711395883257","32","2","0","0","357","0.049327876530416224","33","2","0","0","355","0.048177778509636816"
,"52","2","0","0","402","0.03405142516055331","56","1","0","0","336","0.016866982804744655","40","1","0","0","405","0.02308213123955899","51","3","0","0","273","0.048840778531138565","56","1","0","0","336","0.016860428808920906","38","3","0","0","400","0.06156445154206448","48","1","0","0","271","0.019446314195971533","51","0","0","0","340","0","33","2","0","0","355","0.04955076418431981","20","30","0","0","262","0.02188017076402179","49","1","0","0","345","0.019006229353746518","38","3","0","0","400","0.06028380772217515","20","30","0","0","262","0.019631730623388445","56","2","0","0","323","0.03154183638616218","38","3","0","0","400","0.06018742078548832","17","32","0","0","263","-0.00801592076867168","40","3","0","0","351","0.057656563262989693","33","2","0","0","355","0.0488642713469783","52","3","0","0","254","0.046491969555560654","31","2","0","0","376","0.05069083824131213","49","0","0","0","391","0","52","3","0","0","254","0.04647612812843882","31","2","0","0","376","0.05065661331641133","49","0","0","0","391","0","56","3","0","0","252","0.04377711395883257","32","2","0","0","357","0.049327876530416224","33","2","0","0","355","0.048177778509636816"
,"51","2","0","0","403","0.0346371472664834","55","1","0","0","337","0.017155879785099075","40","1","0","0","405","0.02308213123955899","50","3","0","0","274","0.04963470163224455","55","1","0","0","337","0.01714896087599571","38","3","0","0","400","0.06156445154206448","48","1","0","0","271","0.019446314195971533","51","0","0","0","340","0","34","2","0","0","355","0.04839325420652037","19","31","0","0","262","0.014341668776681884","50","0","0","0","345","0","38","3","0","0","400","0.06028380772217515","19","31","0","0","262","0.01206087608069165","56","2","0","0","323","0.03154183638616218","38","3","0","0","400","0.06018742078548832","17","32","0","0","263","-0.00801592076867168","41","3","0","0","351","0.05661510905560644","34","2","0","0","355","0.04773549581323161","51","3","0","0","255","0.04720636380249205","31","2","0","0","376","0.05069083824131213","49","0","0","0","391","0","51","3","0","0","255","0.047189618501097416","31","2","0","0","376","0.05065661331641133","49","0","0","0","391","0","56","3","0","0","252","0.04377711395883257","31","3","0","0","357","0.06729444238008192","34","2","0","0","355","0.04707773741994287"
,"50","2","0","0","404","0.035243197924398326","55","1","0","0","337","0.017155879785099075","40","1","0","0","405","0.02308213123955899","51","2","0","0","274","0.034605016324144526","55","1","0","0","337","0.01714896087599571","38","3","0","0","400","0.06156445154206448","47","1","0","0","272","0.019829814468642817","51","0","0","0","340","0","34","2","0","0","355","0.04839325420652037","19","30","0","0","263","0.017195033560704853","50","0","0","0","345","0","38","3","0","0","400","0.06028380772217515","19","30","0","0","263","0.01487497084528704","56","2","0","0","323","0.03154183638616218","38","3","0","0","400","0.06018742078548832","17","32","0","0","263","-0.00801592076867168","42","3","0","0","351","0.055608199543972246","34","2","0","0","355","0.04773549581323161","51","3","0","0","255","0.04720636380249205","32","1","0","0","376","0.027773884971661212","48","0","0","0","393","0","51","3","0","0","255","0.047189618501097416","32","1","0","0","376","0.027765052732977136","48","0","0","0","393","0","55","4","0","0","252","0.05536948744876537","32","3","0","0","357","0.0659314796425471","34","2","0","0","355","0.04707773741994287"
,"51","0","0","0","405","0","54","1","0","0","338","0.017454826843362848","40","1","0","0","405","0.02308213123955899","49","2","0","0","276","0.035834516842409195","54","1","0","0","338","0.01744751541546046","38","3","0","0","400","0.06156445154206448","47","1","0","0","272","0.019829814468642817","50","0","0","0","341","0","33","2","0","0","356","0.04955076418431981","22","26","0","0","264","0.0444848316596019","46","1","0","0","348","0.02015235788305467","38","3","0","0","400","0.06028380772217515","22","26","0","0","264","0.042289371167396936","56","2","0","0","323","0.03154183638616218","38","3","0","0","400","0.06018742078548832","17","32","0","0","263","-0.00801592076867168","43","2","0","0","351","0.039459580509720434","33","2","0","0","356","0.0488642713469783","51","3","0","0","255","0.04720636380249205","32","1","0","0","376","0.027773884971661212","48","0","0","0","393","0","51","3","0","0","255","0.047189618501097416","32","1","0","0","376","0.027765052732977136","48","0","0","0","393","0","52","4","0","0","255","0.0576601482694467","31","4","0","0","357","0.07980716278574719","33","2","0","0","356","0.048177778509636816"
,"51","0","0","0","405","0","53","1","0","0","339","0.017764356560147545","39","2","0","0","405","0.043619360019883834","48","2","0","0","277","0.03648224820263919","53","1","0","0","339","0.017756622346867233","38","3","0","0","401","0.06156445154206448","47","1","0","0","272","0.019829814468642817","49","0","0","0","342","0","36","1","0","0","356","0.02530751384886937","23","24","0","0","265","0.056482058097012594","46","1","0","0","348","0.02015235788305467","38","3","0","0","401","0.06028380772217515","22","25","0","0","265","0.04603548241604058","55","2","0","0","324","0.03204326909305822","38","3","0","0","401","0.06018742078548832","17","31","0","0","264","-0.0057801571007631575","43","2","0","0","352","0.039459580509720434","36","1","0","0","356","0.025145370202490216","51","3","0","0","255","0.04720636380249205","33","1","0","0","376","0.027028043553585863","48","0","0","0","393","0","51","3","0","0","255","0.047189618501097416","33","1","0","0","376","0.027019993731805567","48","0","0","0","393","0","51","4","0","0","256","0.05846319317850215","30","5","0","0","357","0.09006390850790855","36","1","0","0","356","0.024983226556111057"
,"50","0","0","0","406","0","52","2","0","0","339","0.03405142516055331","39","2","0","0","405","0.043619360019883834","48","2","0","0","277","0.03648224820263919","52","2","0","0","339","0.034021072021641896","38","3","0","0","401","0.06156445154206448","45","2","0","0","273","0.038413098072643835","49","0","0","0","342","0","36","1","0","0","356","0.02530751384886937","22","24","0","0","266","0.05215658414766892","45","1","0","0","349","0.020565649925178526","38","3","0","0","401","0.06028380772217515","21","25","0","0","266","0.04137660754615609","55","2","0","0","324","0.03204326909305822","38","3","0","0","401","0.06018742078548832","15","32","0","0","265","-0.017895543404393612","43","2","0","0","353","0.039459580509720434","36","1","0","0","356","0.025145370202490216","50","4","0","0","255","0.059414518260348145","33","1","0","0","376","0.027028043553585863","48","0","0","0","393","0","50","4","0","0","255","0.0593853325498564","33","1","0","0","376","0.027019993731805567","48","0","0","0","393","0","51","4","0","0","257","0.05846319317850215","30","5","0","0","357","0.09006390850790855","36","1","0","0","356","0.024983226556111057"
,"48","0","0","0","408","0","52","2","0","0","339","0.03405142516055331","36","2","0","0","408","0.04663025439851417","47","2","0","0","278","0.03715354492310049","52","2","0","0","339","0.034021072021641896","38","3","0","0","401","0.06156445154206448","45","2","0","0","273","0.038413098072643835","49","0","0","0","342","0","36","1","0","0","356","0.02530751384886937","22","24","0","0","266","0.05215658414766892","43","1","0","0","351","0.021445080966276443","38","3","0","0","401","0.06028380772217515","21","25","0","0","266","0.04137660754615609","55","2","0","0","324","0.03204326909305822","38","3","0","0","401","0.06018742078548832","15","32","0","0","265","-0.017895543404393612","42","2","0","0","354","0.040238794528037934","36","1","0","0","356","0.025145370202490216","48","4","0","0","257","0.06114343814579289","33","1","0","0","376","0.027028043553585863","49","0","0","0","393","0","48","4","0","0","257","0.06111074980086711","33","1","0","0","376","0.027019993731805567","49","0","0","0","393","0","51","3","0","0","258","0.04713324919876759","32","3","0","0","357","0.0659314796425471","36","1","0","0","356","0.024983226556111057"
,"47","1","0","0","408","0.01987888306375309","52","2","0","0","339","0.03405142516055331","36","2","0","0","408","0.04663025439851417","47","2","0","0","278","0.03715354492310049","52","2","0","0","339","0.034021072021641896","38","2","0","0","404","0.04450368858770989","45","2","0","0","273","0.038413098072643835","48","0","0","0","343","0","36","1","0","0","356","0.02530751384886937","22","24","0","0","266","0.05215658414766892","43","1","0","0","351","0.021445080966276443","38","2","0","0","404","0.04389347286074451","22","23","0","0","267","0.05397058787727417","56","2","0","0","324","0.03154183638616218","38","2","0","0","404","0.04384605536731869","15","32","0","0","265","-0.017895543404393612","42","2","0","0","354","0.040238794528037934","36","1","0","0","356","0.025145370202490216","46","4","0","0","259","0.06296692901516265","33","1","0","0","376","0.027028043553585863","49","0","0","0","394","0","46","4","0","0","259","0.06293015452752918","33","1","0","0","376","0.027019993731805567","49","0","0","0","394","0","50","3","0","0","259","0.047864781580600944","32","3","0","0","357","0.0659314796425471","36","1","0","0","356","0.024983226556111057"
,"41","1","0","0","414","0.022562950458744305","52","2","0","0","339","0.03405142516055331","36","2","0","0","408","0.04663025439851417","47","2","0","0","278","0.03715354492310049","52","2","0","0","339","0.034021072021641896","39","2","0","0","404","0.04354901446609134","45","2","0","0","273","0.038413098072643835","48","0","0","0","343","0","35","1","0","0","357","0.02595723272290172","22","22","0","0","268","0.06040051462585491","42","1","0","0","352","0.021913512059241726","39","2","0","0","404","0.04296486114473832","22","21","0","0","269","0.06247705055448639","56","2","0","0","324","0.03154183638616218","39","2","0","0","404","0.04292089517361801","14","32","0","0","266","-0.022758370687152953","42","2","0","0","354","0.040238794528037934","35","1","0","0","357","0.02578795666580535","46","4","0","0","259","0.06296692901516265","33","1","0","0","376","0.027028043553585863","50","0","0","0","394","0","46","4","0","0","259","0.06293015452752918","33","1","0","0","376","0.027019993731805567","50","0","0","0","394","0","50","2","0","0","260","0.034376587256858646","31","4","0","0","357","0.07980716278574719","35","1","0","0","357","0.025618680608708973"
,"41","1","0","0","414","0.022562950458744305","52","2","0","0","339","0.03405142516055331","36","2","0","0","408","0.04663025439851417","46","2","0","0","279","0.03784969643061631","52","2","0","0","339","0.034021072021641896","40","1","0","0","404","0.02306409391807374","45","1","0","0","274","0.02064369307891903","48","0","0","0","343","0","35","1","0","0","357","0.02595723272290172","23","21","0","0","268","0.06887607248779547","41","1","0","0","353","0.0224027834601036","40","1","0","0","404","0.022914311015162704","23","20","0","0","269","0.07109118422178634","56","2","0","0","324","0.03154183638616218","40","1","0","0","404","0.02290303768923442","14","32","0","0","266","-0.022758370687152953","42","2","0","0","354","0.040238794528037934","35","1","0","0","357","0.02578795666580535","45","4","0","0","260","0.06391615072715523","32","1","0","0","377","0.027773884971661212","51","0","0","0","394","0","45","4","0","0","260","0.06387707598668503","32","1","0","0","377","0.027765052732977136","51","0","0","0","394","0","50","2","0","0","260","0.034376587256858646","31","4","0","0","357","0.07980716278574719","35","1","0","0","357","0.025618680608708973"
,"41","1","0","0","414","0.022562950458744305","52","2","0","0","339","0.03405142516055331","36","2","0","0","408","0.04663025439851417","46","2","0","0","279","0.03784969643061631","52","2","0","0","339","0.034021072021641896","40","1","0","0","404","0.02306409391807374","43","2","0","0","275","0.03991886791020293","48","0","0","0","343","0","35","1","0","0","357","0.02595723272290172","24","20","0","0","268","0.07699520477161974","41","1","0","0","353","0.0224027834601036","40","1","0","0","404","0.022914311015162704","24","19","0","0","269","0.07928033973477926","55","3","0","0","324","0.04517745019947235","40","1","0","0","404","0.02290303768923442","14","32","0","0","266","-0.022758370687152953","43","2","0","0","354","0.039459580509720434","35","1","0","0","357","0.02578795666580535","45","4","0","0","260","0.06391615072715523","32","1","0","0","377","0.027773884971661212","54","0","0","0","394","0","45","4","0","0","260","0.06387707598668503","32","1","0","0","377","0.027765052732977136","54","0","0","0","394","0","48","2","0","0","262","0.0355839401968964","30","5","0","0","357","0.09006390850790855","35","1","0","0","357","0.025618680608708973"
,"41","1","0","0","414","0.022562950458744305","51","2","0","0","340","0.0346371472664834","36","2","0","0","408","0.04663025439851417","45","3","0","0","279","0.05401359812173704","51","2","0","0","340","0.034605016324144526","40","0","0","0","405","0","42","2","0","0","276","0.040715655016461016","48","0","0","0","343","0","34","1","0","0","358","0.026640626643642057","24","19","0","0","269","0.08128818694620282","39","1","0","0","355","0.02344964106295419","40","0","0","0","405","0","23","18","0","0","271","0.08004234625154354","55","3","0","0","324","0.04517745019947235","40","0","0","0","405","0","13","32","0","0","267","-0.02749348296172019","43","2","0","0","354","0.039459580509720434","34","1","0","0","358","0.02646380273099349","44","4","0","0","261","0.06489146163826205","32","1","0","0","377","0.027773884971661212","53","0","0","0","396","0","44","4","0","0","261","0.0648498907887055","32","1","0","0","377","0.027765052732977136","53","0","0","0","396","0","48","2","0","0","262","0.0355839401968964","29","5","0","0","358","0.091247386733225","34","1","0","0","358","0.026286978818344926"
,"40","1","0","0","415","0.02308213123955899","51","2","0","0","340","0.0346371472664834","36","2","0","0","408","0.04663025439851417","45","3","0","0","279","0.05401359812173704","51","2","0","0","340","0.034605016324144526","41","0","0","0","405","0","42","2","0","0","276","0.040715655016461016","48","0","0","0","343","0","34","1","0","0","358","0.026640626643642057","27","16","0","0","269","0.10174090510419853","38","1","0","0","356","0.024010465716857794","41","0","0","0","405","0","23","18","0","0","271","0.08004234625154354","55","2","0","0","325","0.03204326909305822","41","0","0","0","405","0","13","32","0","0","267","-0.02749348296172019","43","2","0","0","354","0.039459580509720434","34","1","0","0","358","0.02646380273099349","42","6","0","0","261","0.08468166192763094","32","1","0","0","377","0.027773884971661212","53","0","0","0","396","0","42","6","0","0","261","0.08459237908028791","32","1","0","0","377","0.027765052732977136","53","0","0","0","396","0","48","1","0","0","263","0.019243341249908334","29","5","0","0","358","0.091247386733225","34","1","0","0","358","0.026286978818344926"
,"40","1","0","0","415","0.02308213123955899","52","1","0","0","340","0.01808503973034975","35","3","0","0","408","0.06564634077652806","44","3","0","0","280","0.05498081629630983","52","1","0","0","340","0.01807684949014572","39","0","0","0","407","0","42","2","0","0","276","0.040715655016461016","47","0","0","0","344","0","35","1","0","0","358","0.02595723272290172","28","15","0","0","269","0.10692945896737831","38","1","0","0","356","0.024010465716857794","39","0","0","0","407","0","24","17","0","0","271","0.08798399884685637","54","2","0","0","326","0.03256074288963578","39","0","0","0","407","0","13","32","0","0","267","-0.02749348296172019","42","3","0","0","354","0.055608199543972246","35","1","0","0","358","0.02578795666580535","43","5","0","0","261","0.07575953146309737","32","1","0","0","377","0.027773884971661212","55","0","0","0","396","0","43","5","0","0","261","0.07569605324822054","32","1","0","0","377","0.027765052732977136","55","0","0","0","396","0","46","1","0","0","265","0.020010491971579603","31","5","0","0","358","0.08887572317873199","35","1","0","0","358","0.025618680608708973"
,"39","1","0","0","416","0.023625675700726698","52","1","0","0","340","0.01808503973034975","34","3","0","0","409","0.06706332177547684","42","3","0","0","282","0.05701921964382557","52","1","0","0","340","0.01807684949014572","40","0","0","0","407","0","41","2","0","0","277","0.04154392899339317","47","0","0","0","344","0","35","1","0","0","358","0.02595723272290172","28","15","0","0","269","0.10692945896737831","37","1","0","0","357","0.02459864032810834","40","0","0","0","407","0","24","17","0","0","271","0.08798399884685637","53","3","0","0","326","0.046554208575156616","40","0","0","0","407","0","13","31","0","0","268","-0.026055467104871624","43","3","0","0","354","0.05463433866937146","35","1","0","0","358","0.02578795666580535","43","5","0","0","261","0.07575953146309737","32","1","0","0","377","0.027773884971661212","55","0","0","0","398","0","43","5","0","0","261","0.07569605324822054","32","1","0","0","377","0.027765052732977136","55","0","0","0","398","0","44","1","0","0","267","0.02084101669834371","30","6","0","0","358","0.09607484291000361","35","1","0","0","358","0.025618680608708973"
,"39","1","0","0","416","0.023625675700726698","51","2","0","0","340","0.0346371472664834","34","3","0","0","409","0.06706332177547684","41","3","0","0","283","0.05809398540709179","51","2","0","0","340","0.034605016324144526","40","0","0","0","409","0","40","3","0","0","277","0.05874401751494628","46","0","0","0","345","0","35","1","0","0","358","0.02595723272290172","28","14","0","0","270","0.10980563864887777","36","1","0","0","358","0.025216203496879575","40","0","0","0","409","0","26","15","0","0","271","0.1015026350427979","53","3","0","0","326","0.046554208575156616","40","0","0","0","409","0","13","31","0","0","268","-0.026055467104871624","43","4","0","0","354","0.06732880452063851","35","1","0","0","358","0.02578795666580535","42","5","0","0","262","0.07679810958508414","32","1","0","0","377","0.027773884971661212","55","0","0","0","399","0","42","5","0","0","262","0.07673052483145344","32","1","0","0","377","0.027765052732977136","55","0","0","0","399","0","43","1","0","0","268","0.02128253358953738","31","5","0","0","359","0.08887572317873199","35","1","0","0","358","0.025618680608708973"
,"37","1","0","0","418","0.024793019159759767","50","2","0","0","341","0.035243197924398326","34","3","0","0","409","0.06706332177547684","41","3","0","0","283","0.05809398540709179","50","2","0","0","341","0.035209147565100636","39","0","0","0","410","0","39","4","0","0","277","0.07369965379533178","45","1","0","0","345","0.02064369307891903","37","1","0","0","358","0.024689089149575592","28","13","0","0","271","0.112309691487559","36","1","0","0","358","0.025216203496879575","39","0","0","0","410","0","27","14","0","0","271","0.10681192197875132","53","3","0","0","326","0.046554208575156616","39","0","0","0","410","0","13","31","0","0","268","-0.026055467104871624","43","5","0","0","354","0.07788466563662658","37","1","0","0","358","0.02453368407174323","44","3","0","0","262","0.05286607667036862","31","1","0","0","378","0.02856170583490429","57","1","0","0","399","0.01641678536307742","44","3","0","0","262","0.05284058756328505","31","1","0","0","378","0.028551986349287944","57","1","0","0","399","0.01641523178734417","43","1","0","0","268","0.02128253358953738","31","6","0","0","359","0.09515204661417026","37","1","0","0","358","0.024378278993910867"
,"37","1","0","0","418","0.024793019159759767","49","2","0","0","342","0.03587064262062749","34","3","0","0","409","0.06706332177547684","40","2","0","0","285","0.042633717990726315","49","2","0","0","342","0.035834516842409195","41","0","0","0","410","0","37","4","0","0","279","0.07628390833899676","44","1","0","0","346","0.021076000949753357","42","0","0","0","358","0","29","12","0","0","271","0.11503812709184821","36","0","0","0","359","0","41","0","0","0","410","0","29","12","0","0","271","0.1138611918649354","51","3","0","0","328","0.04801519851611799","41","0","0","0","410","0","13","30","0","0","269","-0.024485112016653904","43","6","0","0","354","0.08659455912103876","42","0","0","0","358","0","44","3","0","0","262","0.05286607667036862","32","1","0","0","378","0.027773884971661212","59","1","0","0","399","0.01589588842590337","44","3","0","0","262","0.05284058756328505","32","1","0","0","378","0.027765052732977136","59","1","0","0","399","0.01589448786967061","42","2","0","0","268","0.03976193403961486","33","4","0","0","359","0.07715842094811502","42","0","0","0","358","0"
,"36","1","0","0","419","0.02542084711989235","48","2","0","0","343","0.03652062158103934","35","3","0","0","409","0.06564634077652806","40","2","0","0","285","0.042633717990726315","48","2","0","0","343","0.03648224820263919","41","0","0","0","411","0","34","4","0","0","282","0.08044786131243983","45","1","0","0","346","0.02064369307891903","42","0","0","0","358","0","27","13","0","0","272","0.11110800436563842","35","0","0","0","360","0","41","0","0","0","411","0","29","12","0","0","271","0.1138611918649354","52","3","0","0","328","0.047273716263997095","41","0","0","0","411","0","13","29","0","0","270","-0.022770702204421435","44","7","0","0","354","0.09271114100333835","42","0","0","0","358","0","43","3","0","0","264","0.05378191694586887","35","1","0","0","378","0.025649657970651944","59","1","0","0","400","0.01589588842590337","43","3","0","0","264","0.053754712553067435","35","1","0","0","378","0.02564291614244062","59","1","0","0","400","0.01589448786967061","42","2","0","0","268","0.03976193403961486","35","3","0","0","359","0.06211544476997657","42","0","0","0","358","0"
,"36","1","0","0","419","0.02542084711989235","48","2","0","0","343","0.03652062158103934","35","3","0","0","409","0.06564634077652806","38","2","0","0","287","0.04450368858770989","48","2","0","0","343","0.03648224820263919","39","0","0","0","413","0","34","4","0","0","282","0.08044786131243983","45","1","0","0","346","0.02064369307891903","40","1","0","0","359","0.02300083805962724","27","12","0","0","273","0.11345448917894299","34","0","0","0","361","0","39","0","0","0","413","0","29","11","0","0","272","0.11502176502579702","52","3","0","0","328","0.047273716263997095","39","0","0","0","413","0","13","28","0","0","271","-0.020899420854600087","45","6","0","0","355","0.08449182131934535","40","1","0","0","359","0.022863502777705356","43","3","0","0","264","0.05378191694586887","36","1","0","0","378","0.0250115598738668","60","1","0","0","401","0.015647617797273985","43","3","0","0","264","0.053754712553067435","36","1","0","0","378","0.025005366629847495","60","1","0","0","401","0.01564628625348844","41","1","0","0","270","0.022223810131617935","35","3","0","0","359","0.06211544476997657","40","1","0","0","359","0.02272616749578348"
,"36","1","0","0","419","0.02542084711989235","46","2","0","0","345","0.03789315686424361","36","3","0","0","409","0.06428520787292595","38","2","0","0","287","0.04450368858770989","46","2","0","0","345","0.03784969643061631","39","0","0","0","413","0","34","4","0","0","282","0.08044786131243983","45","1","0","0","346","0.02064369307891903","39","1","0","0","360","0.023537642564861586","27","11","0","0","274","0.11520675455916304","33","0","0","0","362","0","39","0","0","0","413","0","29","11","0","0","272","0.11502176502579702","52","3","0","0","328","0.047273716263997095","39","0","0","0","413","0","13","28","0","0","271","-0.020899420854600087","48","4","0","0","356","0.06237754990981224","39","1","0","0","360","0.0233946203530385","43","3","0","0","264","0.05378191694586887","36","1","0","0","378","0.0250115598738668","58","2","0","0","402","0.030283644130482346","43","3","0","0","264","0.053754712553067435","36","1","0","0","378","0.025005366629847495","58","2","0","0","402","0.03027813685851625","41","1","0","0","270","0.022223810131617935","36","3","0","0","359","0.060929095962708214","39","1","0","0","360","0.023251598141215413"
,"36","1","0","0","419","0.02542084711989235","46","2","0","0","345","0.03789315686424361","34","3","0","0","411","0.06706332177547684","36","3","0","0","288","0.06410572915336817","46","2","0","0","345","0.03784969643061631","39","0","0","0","413","0","33","5","0","0","282","0.09343624885620719","45","1","0","0","346","0.02064369307891903","39","1","0","0","360","0.023537642564861586","27","10","0","0","275","0.11619700076122354","33","0","0","0","362","0","39","0","0","0","413","0","30","10","0","0","272","0.11538267172339442","51","3","0","0","329","0.04801519851611799","39","0","0","0","413","0","13","28","0","0","271","-0.020899420854600087","48","4","0","0","356","0.06237754990981224","39","1","0","0","360","0.0233946203530385","42","3","0","0","265","0.0547283264622418","37","1","0","0","378","0.02440426149645691","58","2","0","0","403","0.030283644130482346","42","3","0","0","265","0.054699249355400825","37","1","0","0","378","0.02439855887776732","58","2","0","0","403","0.03027813685851625","40","1","0","0","271","0.02272616749578348","37","4","0","0","359","0.07221878399410918","39","1","0","0","360","0.023251598141215413"
,"35","1","0","0","420","0.026081142170673585","45","3","0","0","345","0.05410925831531886","36","3","0","0","411","0.06428520787292595","35","2","0","0","290","0.047630297264905794","45","3","0","0","345","0.05401359812173704","40","0","0","0","414","0","33","5","0","0","282","0.09343624885620719","45","1","0","0","347","0.02064369307891903","40","1","0","0","360","0.02300083805962724","27","10","0","0","275","0.11619700076122354","32","0","0","0","363","0","40","0","0","0","414","0","30","10","0","0","272","0.11538267172339442","51","3","0","0","329","0.04801519851611799","40","0","0","0","414","0","12","28","0","0","272","-0.02649773637471705","47","6","0","0","356","0.08245781296859961","40","1","0","0","360","0.022863502777705356","42","3","0","0","265","0.0547283264622418","37","1","0","0","378","0.02440426149645691","60","2","0","0","404","0.02940009887451584","42","3","0","0","265","0.054699249355400825","37","1","0","0","378","0.02439855887776732","60","2","0","0","404","0.02939511398579878","40","1","0","0","271","0.02272616749578348","36","6","0","0","359","0.09024431985976318","40","1","0","0","360","0.02272616749578348"
,"34","1","0","0","421","0.02677647452436767","45","3","0","0","345","0.05410925831531886","36","3","0","0","412","0.06428520787292595","35","2","0","0","290","0.047630297264905794","45","3","0","0","345","0.05401359812173704","40","0","0","0","414","0","29","4","0","0","287","0.08816894923068781","46","1","0","0","347","0.020228631727663707","41","1","0","0","361","0.022487725139364468","27","10","0","0","275","0.11619700076122354","31","0","0","0","364","0","40","0","0","0","414","0","32","8","0","0","272","0.11076790389650393","49","3","0","0","331","0.04956806620595135","40","0","0","0","414","0","11","29","0","0","272","-0.03317607984720529","49","5","0","0","356","0.0717562323543563","41","1","0","0","361","0.022355767635491203","40","3","0","0","267","0.05671856831843935","39","1","0","0","378","0.02327360642518169","61","2","0","0","404","0.028977218641745125","40","3","0","0","267","0.05668519689664284","39","1","0","0","378","0.02326873989296167","61","2","0","0","404","0.028972470292565018","40","1","0","0","271","0.02272616749578348","37","5","0","0","359","0.0818897045484342","41","1","0","0","361","0.022223810131617935"
,"34","1","0","0","421","0.02677647452436767","43","3","0","0","347","0.056090929063988396","35","2","0","0","414","0.047726636616317195","35","2","0","0","290","0.047630297264905794","43","3","0","0","347","0.05598211149278266","40","0","0","0","414","0","29","4","0","0","287","0.08816894923068781","46","1","0","0","347","0.020228631727663707","43","1","0","0","361","0.02152664074432539","27","10","0","0","275","0.11619700076122354","30","0","0","0","365","0","40","0","0","0","414","0","32","8","0","0","272","0.11076790389650393","49","3","0","0","331","0.04956806620595135","40","0","0","0","414","0","11","29","0","0","272","-0.03317607984720529","51","4","0","0","357","0.05971470721372343","43","1","0","0","361","0.021404587166931385","40","3","0","0","267","0.05671856831843935","40","1","0","0","378","0.02274649079076642","60","2","0","0","406","0.02940009887451584","40","3","0","0","267","0.05668519689664284","40","1","0","0","378","0.022741981460395105","60","2","0","0","406","0.02939511398579878","40","1","0","0","271","0.02272616749578348","38","4","0","0","360","0.07105944156686293","43","1","0","0","361","0.02128253358953738"
,"34","0","0","0","422","0","43","3","0","0","347","0.056090929063988396","35","2","0","0","414","0.047726636616317195","35","1","0","0","291","0.0260541748578283","43","3","0","0","347","0.05598211149278266","40","0","0","0","414","0","28","5","0","0","287","0.10087392340044908","45","1","0","0","348","0.02064369307891903","46","1","0","0","361","0.020228631727663707","28","9","0","0","275","0.11601307742540291","29","0","0","0","366","0","40","0","0","0","414","0","32","7","0","0","273","0.10657557894737348","49","3","0","0","331","0.04956806620595135","40","0","0","0","414","0","11","28","0","0","273","-0.031895365486733995","54","3","0","0","358","0.04573686046160112","46","1","0","0","361","0.020119561849621655","41","2","0","0","267","0.04062122435942891","43","1","0","0","378","0.021298731109275406","59","3","0","0","406","0.04202482593988713","41","2","0","0","267","0.04060602182283272","43","1","0","0","378","0.021295103991336488","59","3","0","0","406","0.04201379687360062","39","1","0","0","272","0.023251598141215413","37","5","0","0","360","0.0818897045484342","46","1","0","0","361","0.020010491971579603"
